DAUID,db_count,db_pop_total,db_pop_reach_400,db_pop_reach_800,DA_reach_400,DA_reach_800
59153691,4.0,542.0,542.0,542.0,1.0,1.0
59153692,3.0,1428.0,472.0,1428.0,0.33053221288515405,1.0
59153799,1.0,268.0,0.0,268.0,0.0,1.0
59153800,4.0,458.0,0.0,458.0,0.0,1.0
59153801,3.0,326.0,326.0,326.0,1.0,1.0
59153805,7.0,729.0,729.0,729.0,1.0,1.0
59153806,5.0,616.0,339.0,616.0,0.5503246753246753,1.0
59153807,3.0,405.0,405.0,405.0,1.0,1.0
59153809,8.0,815.0,509.0,815.0,0.6245398773006134,1.0
59153810,5.0,348.0,284.0,348.0,0.8160919540229885,1.0
59153812,7.0,493.0,493.0,493.0,1.0,1.0
59153814,3.0,345.0,179.0,345.0,0.518840579710145,1.0
59153815,4.0,660.0,337.0,660.0,0.5106060606060606,1.0
59153816,5.0,401.0,401.0,401.0,1.0,1.0
59153818,4.0,802.0,802.0,802.0,1.0,1.0
59153821,3.0,418.0,0.0,418.0,0.0,1.0
59153825,8.0,731.0,40.0,731.0,0.05471956224350205,1.0
59153826,10.0,483.0,410.0,483.0,0.8488612836438924,1.0
59153831,3.0,755.0,755.0,755.0,1.0,1.0
59153833,2.0,383.0,383.0,383.0,1.0,1.0
59153835,1.0,303.0,303.0,303.0,1.0,1.0
59153836,1.0,291.0,291.0,291.0,1.0,1.0
59153838,2.0,327.0,327.0,327.0,1.0,1.0
59153839,6.0,1379.0,1379.0,1379.0,1.0,1.0
59153843,5.0,2188.0,2188.0,2188.0,1.0,1.0
59153847,3.0,1609.0,1609.0,1609.0,1.0,1.0
59153849,2.0,1052.0,405.0,1052.0,0.3849809885931559,1.0
59153851,1.0,373.0,373.0,373.0,1.0,1.0
59153852,3.0,1658.0,572.0,1658.0,0.34499396863691195,1.0
59153955,2.0,1326.0,1326.0,1326.0,1.0,1.0
59153956,3.0,939.0,394.0,939.0,0.41959531416400425,1.0
59153986,3.0,1362.0,1362.0,1362.0,1.0,1.0
59153987,4.0,1500.0,1500.0,1500.0,1.0,1.0
59153988,4.0,1257.0,1257.0,1257.0,1.0,1.0
59153989,3.0,521.0,521.0,521.0,1.0,1.0
59153990,3.0,696.0,696.0,696.0,1.0,1.0
59153991,6.0,1451.0,978.0,1451.0,0.6740179186767746,1.0
59153994,2.0,636.0,636.0,636.0,1.0,1.0
59153995,5.0,196.0,196.0,196.0,1.0,1.0
59153996,1.0,797.0,797.0,797.0,1.0,1.0
59153997,4.0,1173.0,1173.0,1173.0,1.0,1.0
59154000,7.0,3103.0,3103.0,3103.0,1.0,1.0
59154002,4.0,1285.0,1285.0,1285.0,1.0,1.0
59154026,2.0,58.0,58.0,58.0,1.0,1.0
59154027,5.0,1577.0,1469.0,1577.0,0.9315155358275206,1.0
59154134,3.0,1483.0,1483.0,1483.0,1.0,1.0
59154135,2.0,1046.0,1046.0,1046.0,1.0,1.0
59154136,1.0,988.0,988.0,988.0,1.0,1.0
59154137,1.0,1034.0,1034.0,1034.0,1.0,1.0
59154138,1.0,1118.0,1118.0,1118.0,1.0,1.0
59154139,1.0,1703.0,1703.0,1703.0,1.0,1.0
59154140,4.0,1451.0,1451.0,1451.0,1.0,1.0
59154141,3.0,1546.0,1546.0,1546.0,1.0,1.0
59154142,4.0,1444.0,1444.0,1444.0,1.0,1.0
59154143,8.0,844.0,563.0,844.0,0.6670616113744076,1.0
59154144,2.0,1309.0,1309.0,1309.0,1.0,1.0
59154145,2.0,890.0,890.0,890.0,1.0,1.0
59154146,13.0,1156.0,1156.0,1156.0,1.0,1.0
59154147,2.0,655.0,655.0,655.0,1.0,1.0
59154148,1.0,855.0,855.0,855.0,1.0,1.0
59154149,1.0,497.0,497.0,497.0,1.0,1.0
59154150,3.0,342.0,204.0,342.0,0.5964912280701754,1.0
59154152,3.0,273.0,273.0,273.0,1.0,1.0
59154154,6.0,536.0,96.0,536.0,0.1791044776119403,1.0
59154156,4.0,996.0,996.0,996.0,1.0,1.0
59154157,4.0,407.0,379.0,407.0,0.9312039312039312,1.0
59154158,5.0,439.0,439.0,439.0,1.0,1.0
59154159,2.0,332.0,332.0,332.0,1.0,1.0
59154164,3.0,572.0,572.0,572.0,1.0,1.0
59154165,14.0,661.0,661.0,661.0,1.0,1.0
59154166,1.0,345.0,345.0,345.0,1.0,1.0
59154167,2.0,981.0,981.0,981.0,1.0,1.0
59154168,2.0,372.0,0.0,372.0,0.0,1.0
59154169,8.0,948.0,948.0,948.0,1.0,1.0
59154172,9.0,1672.0,973.0,1672.0,0.5819377990430622,1.0
59154173,40.0,895.0,627.0,895.0,0.7005586592178771,1.0
59154174,17.0,8739.0,8322.0,8739.0,0.9522828698935805,1.0
59154177,3.0,479.0,241.0,479.0,0.5031315240083507,1.0
59154180,2.0,479.0,270.0,479.0,0.5636743215031316,1.0
59154181,4.0,686.0,686.0,686.0,1.0,1.0
59154182,5.0,1139.0,1139.0,1139.0,1.0,1.0
59154183,4.0,196.0,196.0,196.0,1.0,1.0
59154184,5.0,1909.0,418.0,1909.0,0.21896280775275012,1.0
59154185,4.0,1303.0,1303.0,1303.0,1.0,1.0
59154186,3.0,586.0,586.0,586.0,1.0,1.0
59154187,9.0,1027.0,1027.0,1027.0,1.0,1.0
59154188,7.0,840.0,840.0,840.0,1.0,1.0
59154189,4.0,389.0,298.0,389.0,0.7660668380462725,1.0
59154190,8.0,829.0,585.0,829.0,0.7056694813027744,1.0
59154191,10.0,664.0,664.0,664.0,1.0,1.0
59154192,4.0,965.0,965.0,965.0,1.0,1.0
59154193,5.0,907.0,907.0,907.0,1.0,1.0
59154194,3.0,650.0,650.0,650.0,1.0,1.0
59154195,6.0,689.0,689.0,689.0,1.0,1.0
59154196,4.0,774.0,327.0,774.0,0.42248062015503873,1.0
